product_name,website,country,category,subcategory,title-href,price,brand,ingredients,form,type,color,size,rating,noofratings
Pure Grace Nude Rose Eau de Parfum,ulta,USA,body,perfume,https://www.ulta.com/p/pure-grace-nude-rose-eau-de-parfum-pimprod2016070?sku=2564171,5882.4,Philosophy,"Alcohol Denat., Parfum/Fragrance, Aqua/Water/Eau, Benzyl Salicylate, Ethylhexyl Methoxycinnamate, Hexyl Cinnamal, Limonene, Benzophenone- 3, Ethylhexyl Salicylate, Geraniol, Butyl Methoxydibenzoylmethane, Hydroxycitronellal, Linalool, Alpha-Isomethyl Ionone, Citronellol, Amyl Cinnamal, Propylene Glycol, Bht, Citral, Benzyl Benzoate, Benzyl Alcohol, Fd&C Yellow No. 5 (Ci 19140), D&C Green No. 5 (Ci 61570), Ext. D&C Violet No. 2 (Ci 60730), D&C Red No. 33 (Ci 17200).",liquid,all,No color,60,4.6,227
Amazing Grace Magnolia Eau de Parfum,ulta,USA,body,perfume,https://www.ulta.com/p/amazing-grace-magnolia-eau-de-parfum-pimprod2016067?sku=2566138,5882.4,Philosophy,"Alcohol Denat., Parfum/Fragrance, Aqua/Water/Eau, Ethylhexyl Methoxycinnamate, Linalool, Limonene, Hydroxycitronellal, Benzophenone- 3, Ethylhexyl Salicylate, Benzyl Salicylate, Butyl Methoxydibenzoylmethane, Alpha-Isomethyl Ionone, Geraniol, Propylene Glycol, Citral, Coumarin, Bht, Fd&C Red No. 4 (Ci 14700), Fd&C Blue No. 1 (Ci 42090), D&C Red No. 33 (Ci 17200).",liquid,all,No color,60,4.6,276
Amazing Grace Eau de Parfum,ulta,USA,body,perfume,https://www.ulta.com/p/amazing-grace-eau-de-parfum-xlsImpprod1500100?sku=2154024,5882.4,Philosophy,"Sd Alcohol 40b (Alcohol Denat.), Fragrance (Parfum), Water (Aqua), Polysorbate 20, Tris (Tetramethylhydroxypiperidinol) Citrate.",liquid,all,No color,60,4.4,"1,779"
Amazing Grace Eau de Parfum Intense Gift Set,ulta,USA,body,perfume,https://www.ulta.com/p/amazing-grace-eau-de-parfum-intense-gift-set-pimprod2038798?sku=2608455,5882.4,Philosophy,"Alcohol Denat., Parfum/Fragrance, Aqua/Water/Eau, Benzyl Salicylate, Hexyl Cinnamal, Ethylhexyl Salicylate, Butyl Methoxydibenzoylmethane, Limonene, Benzyl Alcohol, Linalool, Propylene Glycol, Alcohol, Tris(Tetramethylhydroxypiperidinol) Citrate, Citral, Geraniol, Benzyl Benzoate, Red 4 (CI 14700), Red 33 (CI 17200), Blue 1 (CI 42090).",liquid,all,No color,,,Write A Review
"Phy Social Eau de Toilette (EDT) | For that chilled out vibe | Freshness of Mint with citrusy Mandarin | Perfect for a party or evening out | Long lasting fragrance, Premium perfume for men, 100 ",Flipkart,India,body,perfume,https://www.amazon.in/Phy-Toilette-Chilled-Out-Long-lasting-Fragrance/dp/B09NKZQSVX/ref=sr_1_36?crid=11Q0K9H22S2CF&keywords=perfumes&qid=1677662152&sprefix=perfumes%2Caps%2C356&sr=8-36,375,Phy,,liquid,,"FRIDAY NIGHT DONE RIGHT: From a Friday night out with your buds to a dinner with someone special, this fragrance has just the right mix of subtle and classy to make heads turn. Warning! You will not stop sniffing Phy's (EDT) Eau de Toilette Social. Yes, it's a daily wear perfume for men, but something about it screams party vibes! Maybe it's the hint of citrus? Or notes of ginger with a burst of minty freshness? Either way, it makes (EDT) Eau de Toilette Social irresistible.",100,4.2,113
Sun Saint Eau de Parfum Travel Spray,ulta,USA,body,perfume,https://www.ulta.com/p/sun-saint-eau-de-parfum-travel-spray-pimprod2032509?sku=2597474,2451,Pinrose,"Alcohol Denat., Fragrance (Parfum), Water, Benzyl Salicylate, Limonene, Linalool, Geraniol, Benzyl Alcohol, Citral, Benzyl Benzoate, Citronellol.",liquid,all,No color,8.1,2.5,6
Secret Genius Eau de Parfum Travel Spray,ulta,USA,body,perfume,https://www.ulta.com/p/secret-genius-eau-de-parfum-travel-spray-pimprod2036277?sku=2605364,2451,Pinrose,"Alcohol Denatured, Fragrance, Water, Alpha-Isomethyl-Ionone, Benzyl Salicylate, Butylphenyl Methylpropional, Citronellol, Dimethylanthanilate (via naturals), Geraniol, Hexyl Cinnamal, Hydroxyisohexyl-3-Cyclohexene Carboxaldehyde, Hydroxyisohexyl 3-&4-Cyclohexene Carboxaldehyde, Limonene.",liquid,all,No color,8.1,4.3,7
Pillowtalk Poet Eau de Parfum Travel Spray,ulta,USA,body,perfume,https://www.ulta.com/p/pillowtalk-poet-eau-de-parfum-travel-spray-pimprod2036278?sku=2605365,2451,Pinrose,"Alcohol Denatured, Fragrance, Water, Citronellol, Coumarin, Geraniol, Butylphenyl Methylpropional, Benzyl Salicylate.",liquid,all,No color,8.1,4.5,15
Sun Saint Eau de Parfum,ulta,USA,body,perfume,https://www.ulta.com/p/sun-saint-eau-de-parfum-pimprod2032510?sku=2597475,7353,Pinrose,"Alcohol Denat., Fragrance (Parfum), Water, Benzyl Salicylate, Limonene, Linalool, Geraniol, Benzyl Alcohol, Citral, Benzyl Benzoate, Citronellol.",liquid,all,No color,51,4.7,3
Pillowtalk Poet Eau de Parfum,ulta,USA,body,perfume,https://www.ulta.com/p/pillowtalk-poet-eau-de-parfum-pimprod2032507?sku=2597472,7353,Pinrose,"Alcohol Denat., Fragrance (Parfum), Water, Butylphenyl Methylpropional, Citronellol, Geraniol, Benzyl Salicylate, Coumarin.",liquid,all,No color,51,4.4,19
Secret Genius Eau de Parfum,ulta,USA,body,perfume,https://www.ulta.com/p/secret-genius-eau-de-parfum-pimprod2032508?sku=2597473,7353,Pinrose,"Alcohol Denat., Fragrance (Parfum), Water, Butylphenyl Methylpropional, Benzyl Salicylate, Limonene, Geraniol, Alpha-isomethyl-ionine, Citronellol, Hexyl Cinnamal, Linalool, Cinnamal, Benzyl Benzoate, Citral, Eugenol, Benzyl Alcohol, Cinnamal Alcohol.",liquid,all,No color,51,4.3,18
Mini Fragrance Oil Rollerball,ulta,USA,body,perfume,https://www.ulta.com/p/mini-fragrance-oil-rollerball-pimprod2030626?sku=2594587,2287.6,Pirette,Fragrances.,liquid,all,No color,7.5,4.3,14
Soy Candle,ulta,USA,body,perfume,https://www.ulta.com/p/soy-candle-pimprod2017388?sku=2577219,2451,Pirette,Natural soy wax and fragrances.,liquid,all,No color,240,4.4,14
Fragrance Oil Rollerball,ulta,USA,body,perfume,https://www.ulta.com/p/fragrance-oil-rollerball-pimprod2017382?sku=2570011,3921.6,Pirette,Fragrances.,liquid,all,No color,15,4.3,45
Pirette Eau de Parfum,ulta,USA,body,perfume,https://www.ulta.com/p/pirette-eau-de-parfum-pimprod2024961?sku=2583172,6372.6,Pirette,"Alcohol Denat, Aqua (water), Parfum.",liquid,all,No color,51,4.4,16
"Plum Women's Body Lovin' Hawaiian Rumba Eau De Parfum Long Lasting Scent Mini Perfume, 15",Flipkart,India,body,perfume,https://www.amazon.in/Plum-BodyLovin-Hawaiian-Rumba-Parfum/dp/B09JSK5HNL/ref=sr_1_13?crid=11Q0K9H22S2CF&keywords=perfumes&qid=1677662152&sprefix=perfumes%2Caps%2C356&sr=8-13,295,Plum,,liquid,,"Don't worry, beach happy!",15,4,"2,066"
Plum BodyLovin' Vanilla Vibes Body Mist | Vanilla perfume for women | Long Lasting | Fine fragrance | Body Spray | 150 ,Flipkart,India,body,perfume,https://www.amazon.in/Plum-BodyLovin-Fragrance-Paraben-Freshness/dp/B08F5WJWN1/ref=sr_1_47?crid=11Q0K9H22S2CF&keywords=perfumes&qid=1677662152&sprefix=perfumes%2Caps%2C356&sr=8-47,525,Plum,,liquid,,"Vanilla cupcake, on demand!",150,3.6,30
Luna Rossa Ocean Eau de Toilette Travel Spray,ulta,USA,body,perfume,https://www.ulta.com/p/luna-rossa-ocean-eau-de-toilette-travel-spray-pimprod2026376?sku=2585187,2042.5,Prada,"Alcohol, Parfum / Fragrance, Aqua / Water / Eau, Limonene, Linalool, Butyl Methoxydibenzoylmethane, Coumarin, Citronellol, Alpha-Isomethyl Ionone, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Citral, Methyl Anthranilate, Geraniol.",liquid,all,No color,9,4.7,"2,250"
Prada Luna Rossa Ocean Eau de Parfum,ulta,USA,body,perfume,https://www.ulta.com/p/prada-luna-rossa-ocean-eau-de-parfum-pimprod2039213?sku=2611218,2451,Prada,"Alcohol, Parfum / Fragrance, Aqua / Water / Eau, Limonene, Linalool, Ethylhexyl Salicylate, Butyl Methoxydibenzoylmethane, Coumarin, Alpha-Isomethyl Ionone, Citral, Citronellol, Geraniol, Benzyl Benzoate, CI 60730 / Ext. Violet 2.",liquid,all,No color,9.9,,Write A Review
Candy Eau de Parfum Mini And Travel Spray Set,ulta,USA,body,perfume,https://www.ulta.com/p/candy-eau-de-parfum-mini-travel-spray-set-pimprod2037356?sku=2608700,2451,Prada,"Alcohol Denat, Fragrance, Water, Butyl Methoxydibenzoylmethane, Benzophenone-3, Linalool, Alpha-Isomethyl Ionone, Bht, Benzyl Benzoate, Hydroxycitronellal, Coumarin, Isoeugenol, Limonene, Benzyl Alcohol, Ci 14700 (Red 4).",liquid,all,No color,,4,16
Paradoxe Eau de Parfum Travel Spray,ulta,USA,body,perfume,https://www.ulta.com/p/paradoxe-eau-de-parfum-travel-spray-pimprod2038113?sku=2608118,2614.4,Prada,"Alcohol, Parfum/Fragrance, Aqua/Water/Eau, Limonene, Linalool, Benzyl Salicylate, Benzyl Alcohol, Methyl Anthranilate, Ethylhexyl Salicylate, Butyl Methoxydibenzoylmethane, Coumarin, Hydroxycitronellal, Citronellol, Geraniol, Citral, Tris(Tetramethylhydroxypiperidinol) Citrate, Farnesol, Benzyl Benzoate, CI 17200/Red 33.",liquid,all,No color,9.9,4.7,"2,048"
Candy Eau de Parfum,ulta,USA,body,perfume,https://www.ulta.com/p/candy-eau-de-parfum-xlsImpprod4630107?sku=2248965,3921.6,Prada,"Alcohol Denat, Fragrance, Water, Butyl Methoxydibenzoylmethane, Benzophenone-3, Linalool, Alpha-Isomethyl Ionone, Bht, Benzyl Benzoate, Hydroxycitronellal, Coumarin, Isoeugenol, Limonene, Benzyl Alcohol, Ci 14700 (Red 4).",liquid,all,No color,51,4.7,"6,888"
Luna Rossa Carbon Eau De Toilette,Sephora,India,body,perfume,https://sephora.nnnow.com/prada-women-luna-rossa-carbon-eau-de-toilette-K3EEJ1M0V84,5800,PRADA,"Alcohol Denat, Aqua (Water), Parfum (Fragrance), Limonene, Ethylhexyl Methoxycinnamate, Linalool, Ethylhexyl Salicylate, Butyl Methoxydibenzoylmethane, Coumarin, Citral, Citronellol, Geraniol, Ci 60730 (Ext. Violet 2)""",liquid,,,50,4.16,15
Luna Rossa Sport Eau De Toilette,Sephora,India,body,perfume,https://sephora.nnnow.com/prada-luna-rossa-sport-eau-de-toilette-F29O7TD2KK7,5800,PRADA,"Alcohol Denat., Aqua (Water), Parfum (Fragrance), Coumarin, Linalool,butylphenyl, Methylpropional, Ethylhexyl Methoxycinnamate, Ethylhexyl Salicylate, Butyl Methoxydibenzoylmethane,limonene.",liquid,,,100,4.07,6
Luna Rossa Ocean Eau De Toilette,Sephora,India,body,perfume,https://sephora.nnnow.com/prada-luna-rossa-ocean-eau-de-toilette-6DJK0MB7K7Q,5800,PRADA,"Alcohol , Perfume / Fragrance , Aqua / Water / Water , Limonene , Linalool , Butyl Methoxydibenzoylmethane , Coumarin , Citronellol , Alpha-isomethyl Ionone , Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate , Citral , Methyl Anthranilate , Geraniol (F.i.l. B277999/ 1)",liquid,,,100,4.17,15
Luna Rossa Eau De Toilette,Sephora,India,body,perfume,https://sephora.nnnow.com/prada-luna-rossa-eau-de-toilette-6CZS6901ZQ3,5800,PRADA,"Alcohol Denat, Parfum (Fragrance), Aqua (Water) Limonene, Linalool, Ethylhexyl Methoxycinnamate, Coumarin, Butylphenyl Methylpropional, Alpha-isomethyl Ionone, Ethylhexyl Salicylate, Butyl Methoxydibenzoylmethane, Citral, Bht, Citronellol,geraniol,ci 60730 (Ext. Violet 2)""",liquid,,,100,4.25,16
Luna Rossa Black Eau De Parfum,Sephora,India,body,perfume,https://sephora.nnnow.com/prada-luna-rossa-black-eau-de-parfum-VXZ04M2LHDY,6800,PRADA,"Alcohol Denat, Aqua (Water), Parfum (Fragrance), Limonene, Ethylhexyl Methoxycinnamate, Linalool, Ethylhexyl Salicylate, Butyl Methoxydibenzoylmethane, Coumarin, Citral, Citronellol, Geraniol, Ci 60730 (Ext. Violet 2)""""",liquid,,,100,4.14,13
Luna Rossa Ocean Eau de Toilette Gift Set,ulta,USA,body,perfume,https://www.ulta.com/p/luna-rossa-ocean-eau-de-toilette-gift-set-pimprod2035418?sku=2602358,7026.2,Prada,"Alcohol, Parfum / Fragrance, Aqua / Water / Eau, Limonene, Linalool, Butyl Methoxydibenzoylmethane, Coumarin, Citronellol, Alpha-Isomethyl Ionone, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Citral, Methyl Anthranilate, Geraniol.",liquid,all,No color,,3.7,3
Candy Florale Eau De Toilette,Sephora,India,body,perfume,https://sephora.nnnow.com/prada-candy-florale-eau-de-toilette-G5YTA9KE64C,7600,PRADA,"Alcohol, Aqua / Water, Perfume / Fragrance, Limonene, Ethylhexyl Salicylate, Butyl Methoxydibenzoylmethane, Citronellol, Alpha-isomethyl Ionone, Hexyl Cinnamal, Linalool, Benzyl Alcohol, Benzyl Salicylate, Geraniol, Isoeugenol, Citral, Benzyl Benzoate, Eugenol, Farnesol, Ci 60730 / Ext. Violet 2, Ci 17200 / Red 33, Ci 19140 / Yellow 5 (F.i.l. Y286426/1).",liquid,,,80,4.23,16
Candy Florale Eau De Toilette,Sephora,India,body,perfume,https://sephora.nnnow.com/prada-candy-florale-eau-de-toilette-G5YTA9KE64C,7600,PRADA,"Alcohol, Aqua / Water, Perfume / Fragrance, Limonene, Ethylhexyl Salicylate, Butyl Methoxydibenzoylmethane, Citronellol, Alpha-isomethyl Ionone, Hexyl Cinnamal, Linalool, Benzyl Alcohol, Benzyl Salicylate, Geraniol, Isoeugenol, Citral, Benzyl Benzoate, Eugenol, Farnesol, Ci 60730 / Ext. Violet 2, Ci 17200 / Red 33, Ci 19140 / Yellow 5 (F.i.l. Y286426/1).",liquid,,,80,4.26,18
Paradoxe Eau de Parfum,ulta,USA,body,perfume,https://www.ulta.com/p/paradoxe-eau-de-parfum-pimprod2034721?sku=2599790,7761.5,Prada,"Alcohol, Parfum/Fragrance, Aqua/Water/Eau, Limonene, Linalool, Benzyl Salicylate, Benzyl Alcohol, Methyl Anthranilate, Ethylhexyl Salicylate, Butyl Methoxydibenzoylmethane, Coumarin, Hydroxycitronellal, Citronellol, Geraniol, Citral, Tris(Tetramethylhydroxypiperidinol) Citrate, Farnesol, Benzyl Benzoate, CI 17200/Red 33.",liquid,all,No color,30,4.7,"2,048"
Luna Rossa Ocean Eau de Toilette,ulta,USA,body,perfume,https://www.ulta.com/p/luna-rossa-ocean-eau-de-toilette-pimprod2026375?sku=2583195,7761.5,Prada,"Alcohol, Parfum / Fragrance, Aqua / Water / Eau, Limonene, Linalool, Butyl Methoxydibenzoylmethane, Coumarin, Citronellol, Alpha-Isomethyl Ionone, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Citral, Methyl Anthranilate, Geraniol.",liquid,all,No color,48,4.7,"2,250"
L'Homme Eau de Toilette,ulta,USA,body,perfume,https://www.ulta.com/p/lhomme-eau-de-toilette-pimprod2005581?sku=2543986,7761.5,Prada,"Alcohol Denat., Aqua (Water), Parfum (Fragrance), Ethylhexyl Methoxycinnamate, Linalool, Limonene, Coumarin, Ethylhexyl Salicylate, Butyl Methoxydibenzoylmethane, Citronellol, Bht, Diethylamino Hydroxybenzoyl Hexyl, Benzoate, Geraniol, Citral, Farnesol, Ci 60730 (Ext. Violet 2), Ci 19140 (Yellow 5), 80% Vol.",liquid,all,No color,51,4.6,91
Luna Rossa Carbon Eau de Toilette,ulta,USA,body,perfume,https://www.ulta.com/p/luna-rossa-carbon-eau-de-toilette-xlsImpprod15781033?sku=2506277,7761.5,Prada,"Alcohol Denat., Water, Fragrance, Limonene, Linalool, Ethylhexyl Methoxycinnamate, Coumarin, Citronellol, Ethylhexyl Salicylate, Butyl Methoxydibenzoylmethane, Geraniol, Citral, Ci 60730 (Ext. Violet 2).",liquid,all,No color,51,4.5,728
L'Homme Prada Eau De Toilette,Sephora,India,body,perfume,https://sephora.nnnow.com/prada-lhomme-prada-eau-de-toilette-ETECAS5TR04,8550,PRADA,"Alcohol Denat., Aqua (Water), Parfum (Fragrance), Ethylhexyl Methoxycinnamate, Linalool, Limonene, Coumarin, Ethylhexyl Salicylate, Butyl Methoxydibenzoylmethane, Citronellol, Bht, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Geraniol, Citral, Farnesol,ci 60730 (Ext. Violet 2) Ci 19140 (Yellow 5)""",liquid,,,100,4.14,11
Amber Men Eau De Toilette,Sephora,India,body,perfume,https://sephora.nnnow.com/prada-amber-men-eau-de-toilette-ZT1SS55J9JB,8550,PRADA,"Alcohol, Aqua / Water / Eau, Perfume / Fragrance, Limonene, Linalool, Coumarin, Butyl Methoxydibenzoylmethane, Propylene Glycol, Hexyl Cinnamal, Alpha-isomethyl Ionone, Geraniol, Citronellol, Benzyl Alcohol, Citral, Hydroxycitronellal, Methyl Anthranilate, Isoeugenol, Eugenol, Cinnamyl Alcohol, Farnesol, Ci 60730 / Ext. Violet 2, Ci 19140 / Yellow 5 (F.i.l. N283667/1).",liquid,,,100,4.27,15
Luna Rossa Black Eau de Parfum,ulta,USA,body,perfume,https://www.ulta.com/p/luna-rossa-black-eau-de-parfum-xlsImpprod18731053?sku=2531580,8741.9,Prada,"Alcohol Denat., Aqua (Water), Parfum (Fragrance), Coumarin, Ethylhexyl Methoxycinnamate, Linalool, Ethylhexyl Salicylate, Butyl Methoxydibenzoylmethane, Limonene, Alpha-Isomethyl Ionone, Ci 60730 (Ext. Violet 2), 79% Vol.",liquid,all,No color,51,4.3,971
Luna Rossa Sport Eau de Toilette,ulta,USA,body,perfume,https://www.ulta.com/p/luna-rossa-sport-eau-de-toilette-xlsImpprod12821065?sku=2290768,9395.5,Prada,"Alcohol Denat., Water, Fragrance, Coumarin, Linalool, Butylphenyl Methypropional, Ethylhexyl Methoxycinnamate, Ethylhexyl Salicylate, Butyl Methoxydibenzoylmethane, Limonene, Alcohol Of Vegetal Origin.",liquid,all,No color,102,4.9,199
L'homme Prada Eau De Parfum Intense Spray,Sephora,India,body,perfume,https://sephora.nnnow.com/prada-lhomme-prada-eau-de-parfum-intense-spray-924GVX7FU36,9400,PRADA,"Alcohol Denat, Aqua (Water), Parfum (Fragrance), Coumarin,linalool, Ethylhexyl Methoxycinnamate, Citronellol, Ethylhexyl Salicylate, Butyl Methoxydibenzoylmethane, Limonene, Geran",liquid,,,100,4.12,5
Paradoxe Eau De Parfum,Sephora,India,body,perfume,https://sephora.nnnow.com/prada-paradoxe-eau-de-parfum-TZ99WCFN77U,9500,PRADA,"Alcohol , Perfume / Fragrance , Aqua / Water / Water , Limonene , Linalool , Benzyl Salicylate , Benzyl Alcohol , Methyl Anthranilate , Ethylhexyl Salicylate , Butyl Methoxydibenzoylmethane , Coumarin , Hydroxycitronellal , Citronellol , Geraniol , Citral , Tris (Tetramethylhydroxypiperidinol) Citrate , Farnesol , Benzyl Benzoate , Ci 17200 / Red 33 (F.i.l. N292437/1)",liquid,,,90,4.05,5
Paradoxe Eau de Parfum 2-Piece Set,ulta,USA,body,perfume,https://www.ulta.com/p/paradoxe-eau-de-parfum-2-piece-set-pimprod2039176?sku=2609848,10212.5,Prada,"Alcohol, Parfum/Fragrance, Aqua/Water/Eau, Limonene, Linalool, Benzyl Salicylate, Benzyl Alcohol, Methyl Anthranilate, Ethylhexyl Salicylate, Butyl Methoxydibenzoylmethane, Coumarin, Hydroxycitronellal, Citronellol, Geraniol, Citral, Tris(Tetramethylhydroxypiperidinol) Citrate, Farnesol, Benzyl Benzoate, CI 17200/Red 33.",liquid,all,No color,,3,1
Prada Luna Rossa Ocean Eau de Parfum,ulta,USA,body,perfume,https://www.ulta.com/p/prada-luna-rossa-ocean-eau-de-parfum-pimprod2039205?sku=2610366,10621,Prada,"Alcohol, Parfum / Fragrance,Aqua / Water / Eau, Limonene, Linalool, Ethylhexyl Salicylate, Butyl Methoxydibenzoylmethane , Coumarin, Alpha-Isomethyl Ionone, Citral, Citronellol, Geraniol, Benzyl Benzoate, CI 60730 /Ext. Violet 2. (F.I.L. N70018938/1)",liquid,all,No color,102,,Write A Review
Paradoxe Eau de Parfum Refill,ulta,USA,body,perfume,https://www.ulta.com/p/paradoxe-eau-de-parfum-refill-pimprod2036032?sku=2600557,10621,Prada,"Alcohol, Parfum/Fragrance, Aqua/Water/Eau, Limonene, Linalool, Benzyl Salicylate, Benzyl Alcohol, Methyl Anthranilate, Ethylhexyl Salicylate, Butyl Methoxydibenzoylmethane, Coumarin, Hydroxycitronellal, Citronellol, Geraniol, Citral, Tris(Tetramethylhydroxypiperidinol) Citrate, Farnesol, Benzyl Benzoate, Ci 17200/Red 33.",liquid,all,No color,,4.7,"2,048"
La Femme Prada L'eau Eau De Toilette,Sephora,India,body,perfume,https://sephora.nnnow.com/prada-la-femme-prada-leau-eau-de-toilette-8DHDR3VWZIP,11250,PRADA,"Alcohol Denat., Aqua (Water), Parfum (Fragrance), Benzyl Salicylate, Linalool Limonene, Ethylhexyl Methoxycinnamate, Citronellol, Hydroxycitronellal, Hexyl, Cinnamal, Geraniol, Ethylhexyl Salicylate, Butyl Methoxydibenzoylmethane, Alpha-isomethyl Ionone, Benzyl Benzoate, Farnesol, Eugenol, Benzyl Alcohol, Isoeugenol, Ci 17200 (Red 33), Ci 60730 (Ext. Violet 2), Ci 19140 (Yellow 5)",liquid,,,100,4.15,9
Luna Rossa Eau de Toilette,ulta,USA,body,perfume,https://www.ulta.com/p/luna-rossa-eau-de-toilette-xlsImpprod5200481?sku=2276634,11274.6,Prada,"Alcohol Denat., Fragrance, Water, Limonene, Linalool, Ethylhexyl Methoxycinnamate, Coumarin Butylphenyl Methypropional, Alpha-Isomethyl, Ionone, Ethylhexyl Salicylate, Butyl Methoxydibenzoylmethane, Citral, Bht, Citronellol,Geraniol, Ci 60730 (Ext.Violet 2), Alcohol Of Vegetal Origin.",liquid,all,No color,153,4.5,605
Simply Lavender Diffuser Refill,ulta,USA,body,perfume,https://www.ulta.com/p/simply-lavender-diffuser-refill-pimprod2025706?sku=2585815,1061.28,Pura,,liquid,all,No color,,5,2
Pacific Aqua Diffuser Refill,ulta,USA,body,perfume,https://www.ulta.com/p/pacific-aqua-diffuser-refill-pimprod2025709?sku=2585816,1061.28,Pura,,liquid,all,No color,,,Write A Review
Homesick Hawaii Fragrance Refill,ulta,USA,body,perfume,https://www.ulta.com/p/homesick-hawaii-fragrance-refill-pimprod2033575?sku=2600395,1388.08,Pura,,liquid,all,No color,9.9,,Write A Review
Pura X Becki Owens Coconut Calm Diffuser Refill,ulta,USA,body,perfume,https://www.ulta.com/p/pura-x-becki-owens-coconut-calm-diffuser-refill-pimprod2027104?sku=2588076,1388.08,Pura,,liquid,all,No color,,3,1
Pura x Capri Blue Havana Vanilla Diffuser Refill,ulta,USA,body,perfume,https://www.ulta.com/p/pura-x-capri-blue-havana-vanilla-diffuser-refill-pimprod2025705?sku=2585813,1469.78,Pura,,liquid,all,No color,,5,1
Pura x Thymes Frasier Fir Diffuser Refill,ulta,USA,body,perfume,https://www.ulta.com/p/pura-x-thymes-frasier-fir-diffuser-refill-pimprod2033572?sku=2600392,1551.48,Pura,,liquid,all,No color,10.2,,Write A Review
Pura Home Diffuser x Capri Blue Volcano Starter Kit,ulta,USA,body,perfume,https://www.ulta.com/p/pura-home-diffuser-x-capri-blue-volcano-starter-kit-pimprod2026582?sku=2585818,6616.88,Pura,,liquid,all,No color,,3.9,7
PureSense Calm Macadamia Soothing Body Mist Long Lasting Fragrance Women's Perfume | Instant Mood Lifter | Cruelty Free | 150 ,Flipkart,India,body,perfume,https://www.amazon.in/PureSense-Macadamia-Soothing-fragrance-808263/dp/B09TTYZSXY/ref=sr_1_99?crid=11Q0K9H22S2CF&keywords=perfumes&qid=1677661954&sprefix=perfumes%2Caps%2C356&sr=8-99,215,PureSense,,liquid,,"Add this to your everyday routine and envelope your senses in a warm rich fragrance & enter a world of calm with the fragrance of Macadamia sourced from Australia. An aromatic blend of luxurious oils, this delicate and warm fragrance keeps you feeling fresh & calm throughout the day. That is not all, this luxurious body mist is an instant mood changer and lets you escape to a world of tranquillity This body mist is not tested on animals and is cruelty-free. Its long-lasting fragrance stays throughout the day and makes you feel relaxed and calm. Mesmerize yourself with its fruity scent as often as desired to smell divine and pure.",150,4.3,234
PureSense Hope Japanese Cherry Blossom Body Mist Long Lasting Fragrance Women's Perfume | Instant Mood Lifter | Cruelty Free | 150 ,Flipkart,India,body,perfume,https://www.amazon.in/PureSense-Japanese-Blossom-Perfume-fragrance/dp/B09SHL1F3G/ref=sr_1_98?crid=11Q0K9H22S2CF&keywords=perfumes&qid=1677661954&sprefix=perfumes%2Caps%2C356&sr=8-98,297,PureSense,,liquid,,"Add this to your everyday routine and envelope your senses in this subtle, delicate, and hopeful fragrance of Japanese Cherry Blossom. This long-lasting body mist is a subtle, delicate blend of floral aroma that is undeniably comforting & optimistic.ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½This fruity, refreshed fresh fragrance of Japenese Cherry blossom is sure to delight your senses. That is not all, this luxurious body mist is long-lasting and is an instant mood changer. Made consciously, without any harmful chemicals like sulphates & parabens this Pure Sense Hope Japanese Cherry Blossom Body Mist is gentle on your skin and pure above it all. This body mist is not tested on anim",150,4.4,"2,263"
PureSense Charm Sweet Violet Body Mist Long Lasting Fragrance Womens Perfume | Instant Mood lifter | Cruelty Free | 150,Flipkart,India,body,perfume,https://www.amazon.in/PureSense-Perfume-Lasting-fragrance-Instant/dp/B09SHLVKGX/ref=sr_1_272_mod_primary_new?crid=11Q0K9H22S2CF&keywords=perfumes&qid=1677661149&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=perfumes%2Caps%2C356&sr=8-272,340,PureSense,,liquid,,"Add this to your everyday routine and envelope your senses in the warm, musky, and refreshing fragrance for sweet Violet Infused with refreshing Aloe Vera, this warm, fruity, and musky aroma is sure to delight your senses. That is not all, this luxurious body mist is long-lasting and is an instant mood changer. Made consciously, without any harmful chemicals like sulphates & parabens this Pure Sense Charm Sweet Violet Body Mist is gentle on your skin and pure above it all. This body mist is not tested on animals and is cruelty-free. Mesmerise yourself with its fruity scent as often as desired to smell divine and pure.",150,4.3,"2,083"
Romance Eau de Parfum Travel Spray,ulta,USA,body,perfume,https://www.ulta.com/p/romance-eau-de-parfum-travel-spray-xlsImpprod1690043?sku=2214483,2451,Ralph Lauren,"Alcohol, Parfum/Fragrance, Aqua/Water, Hydroxycitronellal, Citronellol, Geraniol, Benzyl Alcohol, Linalool, Alpha-Isomethyl, Ionone, T-Butyl Alcohol, Limonene, Hexyl Cinnamal, Coumarin, Cinnamyl Alcohol, Citral, Benzyl Benzoate, Eugenol, Farnesol, Denayonium Benzoate.",liquid,all,No color,9,4.7,"4,777"
